sample_index,ingress_sequence,kind,control,action,value,active_rate_index,active_holes,scheduler_error,effective_edge_frames,cut
1477125,0,opportunity,CUT,UNSUPPORTED,8,8,3,0,192,0
1479000,0,opportunity,CUT,UNSUPPORTED,8,8,3,0,192,1
1480125,0,opportunity,CUT,UNSUPPORTED,8,8,3,0,192,0
1482000,0,opportunity,CUT,UNSUPPORTED,8,8,3,0,192,1
1483125,0,opportunity,CUT,UNSUPPORTED,8,8,3,0,192,0
1485000,0,opportunity,CUT,UNSUPPORTED,8,8,3,0,192,1
1486125,0,opportunity,CUT,UNSUPPORTED,8,8,3,0,192,0
1488000,0,beat_boundary,TEMPO,UNSUPPORTED,120,8,3,0,192,0
1488000,0,opportunity,CUT,UNSUPPORTED,8,8,3,0,192,1
1489125,0,opportunity,CUT,UNSUPPORTED,8,8,3,0,192,0
1491000,0,opportunity,CUT,UNSUPPORTED,8,8,3,0,192,1
1492125,0,opportunity,CUT,UNSUPPORTED,8,8,3,0,192,0
1494000,0,opportunity,CUT,UNSUPPORTED,8,8,3,0,192,1
1495125,0,opportunity,CUT,UNSUPPORTED,8,8,3,0,192,0
1497000,0,opportunity,CUT,UNSUPPORTED,8,8,3,0,192,1
1498125,0,opportunity,CUT,UNSUPPORTED,8,8,3,0,192,0
1500000,0,opportunity,CUT,UNSUPPORTED,8,8,3,0,192,1
1501125,0,opportunity,CUT,UNSUPPORTED,8,8,3,0,192,0
1503000,0,opportunity,CUT,UNSUPPORTED,8,8,3,0,192,1
1504125,0,opportunity,CUT,UNSUPPORTED,8,8,3,0,192,0
1506000,0,opportunity,CUT,UNSUPPORTED,8,8,3,0,192,1
1507125,0,opportunity,CUT,UNSUPPORTED,8,8,3,0,192,0
1509000,0,opportunity,CUT,UNSUPPORTED,8,8,3,0,192,1
1510125,0,opportunity,CUT,UNSUPPORTED,8,8,3,0,192,0
1512000,0,beat_boundary,TEMPO,UNSUPPORTED,120,8,3,0,192,0
1512000,0,opportunity,CUT,UNSUPPORTED,8,8,3,0,192,1
1513125,0,opportunity,CUT,UNSUPPORTED,8,8,3,0,192,0
1515000,0,opportunity,CUT,UNSUPPORTED,8,8,3,0,192,1
1516125,0,opportunity,CUT,UNSUPPORTED,8,8,3,0,192,0
1518000,0,opportunity,CUT,UNSUPPORTED,8,8,3,0,192,1
1519125,0,opportunity,CUT,UNSUPPORTED,8,8,3,0,192,0
1521000,0,opportunity,CUT,UNSUPPORTED,8,8,3,0,192,1
1522125,0,opportunity,CUT,UNSUPPORTED,8,8,3,0,192,0
1524000,0,opportunity,CUT,UNSUPPORTED,8,8,3,0,192,1
1525125,0,opportunity,CUT,UNSUPPORTED,8,8,3,0,192,0
1527000,0,opportunity,CUT,UNSUPPORTED,8,8,3,0,192,1
1528125,0,opportunity,CUT,UNSUPPORTED,8,8,3,0,192,0
1530000,0,opportunity,CUT,UNSUPPORTED,8,8,3,0,192,1
1531125,0,opportunity,CUT,UNSUPPORTED,8,8,3,0,192,0
1533000,0,opportunity,CUT,UNSUPPORTED,8,8,3,0,192,1
1534125,0,opportunity,CUT,UNSUPPORTED,8,8,3,0,192,0
